customer_unique_id,segment,churn_risk,priority,num_actions,recommended_actions
03182d685cfcca0c3eff28a79d40f037,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
031cbf8ecc3bd65cafc7061d111f3613,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
0331222f9b89ba40c398eae5c7afd1b5,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
033f54a07cd8182310db72b60acdbcd7,Regular,Yes,Critical,5,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping | Follow up on open support ticket before next campaign
034c9168c534c478555edfae7434c25d,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
034e7f551239546ae63e45d0b1186ab1,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
035be5f36fd695e22c5438d2a1fcf820,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
0362cd11581b91270ed0b9a1028b34e5,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
0367374f0fbf2f07d8dadc86f77b85f8,Churning,Yes,Critical,4,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund"
0367c6792c94ca4c5f82d7375098841e,Churning,Yes,Critical,6,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign | Review Google Ads targeting — low CLV from this channel"
03824ca7259812a13878a064dced0400,Churning,Yes,Critical,5,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund | Review Google Ads targeting — low CLV from this channel"
038788260f49eafe86a7e02b7704e0be,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
038b7fcc842de60dd02e9ce81e2d44bf,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
038bca7a689852f4c986663f533593ed,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
039024d7c7249fe937d2e306af33e446,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping
03923b7b352c273c34941deffc1c4d0f,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
039a597bb045646b899477a8480bdd93,Churning,Yes,Critical,6,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign | Review Google Ads targeting — low CLV from this channel"
039dbe7ecc24f88273182692f51ea405,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
03dca8ea786a4ed9cd2397ae25af721a,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
03e0c51cc3401735e5a8861d9bda1a79,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
03e2fdfa85910de2abe170f7943eb621,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
03f8ce51dcb4f7cf0d752feefea266c9,Regular,Yes,Critical,3,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund
040641ad9a73250e1362678a81db1b9b,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
041fb341560d3bb7036cfab81cfbf063,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
0430815838853d88dd12f38611b8646a,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
043098c475f50b4e7be9afc9b679f2fe,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
0436b78cb7733560a0462751bab4d4fa,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping
0437cfec74524dfc1fc5a78c8d085a9d,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
043c6318111021f28bd6f750981c9bb6,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
044d66c437bc8d8adeef957a6c724ce4,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
04544a89f79714c0abcc3ae49e884209,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
0457c7b5e5e3ee94c7f8763bd37cb072,Regular,Yes,Critical,3,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund
04581f947792463bf688e535c42e9d64,Regular,Yes,Critical,3,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund
04601940a8e4d9e3290ed0b82f3e318e,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
046afa6d8a4e9f3054b35cca5ba947bd,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
047ade39673d74bcd42b8c0e7bc9666f,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
047c439e6c563abb6ab4b9ff18298d55,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
0486806b29b14fd5170ddf39af16dded,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
048926190c0fda585ea55293b1408eb3,Churning,Yes,Critical,4,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign | Review Google Ads targeting — low CLV from this channel"
0489823571e2b7bc7120cfe97f56cc4e,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
048b318eec13e314211f2b3d99b29e7e,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
048d8f14e6405a5a157e74724357086f,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
04a5a9b154c83e4b19258dcd0e4476ed,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
04b0c01cb1debde1573403fb50c5d915,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
04b16f74801ef260b87a2a596b8de458,Regular,Yes,Critical,5,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping | Follow up on open support ticket before next campaign
04c5ad73047074972e9a1c744c3b4bf8,Churning,Yes,Critical,5,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund | Review Google Ads targeting — low CLV from this channel"
04d0e3bb47826531ca93b70f7f442923,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
04e5a8efc73cc750a235284e801a2d28,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
04eac1171d6846c64e71bf03b3e4174e,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
04ed62dc4fa17047b2d70df383dc1f4d,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
05040c74e2cd51e7d6fd425b5c94a37f,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
050b06cf630edd6254091a964ad8880b,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
051bc94e9cd865806bba8eeefb336d0a,Churning,Yes,Critical,4,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund"
05229eb41fb903964de7b59ecc2b562c,Regular,Yes,Critical,5,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping | Follow up on open support ticket before next campaign
052806f8907d1163510946ecadd77427,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
053f7850c3ffd9726cff61c7e42af797,Regular,Yes,Critical,3,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund
054ffdea48c902c9ec66095e46b74c46,Churning,Yes,Critical,4,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign | Review Google Ads targeting — low CLV from this channel"
0561627154992057c23a3630478e6a44,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
05755725f3a0c8a02ff4c66bed06628d,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
0583cd120bb9d6983181ca37d54e9d95,Churning,Yes,Critical,5,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign"
05a0f07d29f7001f0e98fe7093869fd7,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
05af77be50ec611bb5b5d9e4f0579c61,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
05ca8458d5b3e8ca4098650e24802536,Regular,Yes,Critical,3,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund
05eecdc8cf80e10dc84ce98e448fff8b,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
05f0509adff9a7c6e37cc5d6e5c57e8a,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
0609a9ba59ed54c5217df763d23fc015,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
0634a0879af28b3d4ce68b1904e05dde,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
063eef0d1ead8ee785783e95df82137e,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
064ab365e1c4df2ecc60b89aae2ebafd,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
064b4e180166294e451887ff8b5a74d7,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
0651cfbea51afc6cfa5ec45bca3ee692,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
0659763dba9821af49728668716e1084,Regular,Yes,Critical,3,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund
06688c85b652dcedc744636df2fdb09e,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
06791add1b4b5c8530f8090bb63bb2ab,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
0685d5cf7d48d4b6131fe48a6b88666e,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
068be1461b57abc604678efe3ec659c2,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
0690c2d69698335f19976f6325e9425a,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
0698d10fc985e49edcd35ca9d7616dab,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
06a247426fc77f880369ccb79779d3e1,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
06b041f2db357e073b00599455935f27,Regular,Yes,Critical,5,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping | Follow up on open support ticket before next campaign
06b8f154e9a7a0ecc1575e21da4c9d59,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping
06c41bfdcfbb58cc7dfab0a107cd6436,Churning,Yes,Critical,6,"Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Last-chance offer: 25% discount, expires in 48 hours | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping | Follow up on open support ticket before next campaign"
06c89a84709896ed4e9cb838a4a84bc1,Churning,Yes,Critical,4,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign | Review Google Ads targeting — low CLV from this channel"
06cb9de4265f5e18327a1e4608a1c85c,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
06e6706cd5fc45a1157b970df4b88b4d,Regular,Yes,Critical,5,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Apologise for delivery delay — offer next-order free shipping | Follow up on open support ticket before next campaign
07075a6fe81bda04bf23954364fd228a,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
07165317dfc32fc67d3e8650ccdf57ad,Regular,Yes,Critical,4,Send win-back email with 15% discount coupon | Escalate to customer success team for personal outreach | Investigate delivery/product issues — offer partial refund | Follow up on open support ticket before next campaign
071b906118b141a9cc1ff28afb56c9fa,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
07224bcb76e1fe56487694f4b4f2b9da,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Follow up on open support ticket before next campaign"
073a0317f213dc51964b6f8d3344c592,Churning,Yes,Critical,2,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours"
07419d54dffccb90ca99b24abe65e5fc,Churning,Yes,Critical,3,"Send win-back email with 15% discount coupon | Last-chance offer: 25% discount, expires in 48 hours | Review Google Ads targeting — low CLV from this channel"
